"final_taxonomy","MC_A4","MC_B4","MC_C4","MC_D4","MC_E4","MC_F3","MC_F4","MC_G3","MC_H3","NTC_1","NTC_2","Plate3_A5","Plate3_B5","Plate3_C5","Plate3_D3","Plate3_D5","Plate3_E3","Plate3_E5","Plate3_F5","Plate3_G12","Plate3_G4","Plate3_G5","Plate3_H12","Plate3_H4","PosCtrl_1","PosCtrl_2","PvCF_D1_01_TR1","PvCF_D1_01_TR2","PvCF_D1_01_TR3","PvCF_D1_02_TR1","PvCF_D1_02_TR2","PvCF_D1_02_TR3","PvCF_D1_03_TR1","PvCF_D1_04_TR1","PvCF_D1_05_TR1","PvCF_D1_05_TR2","PvCF_D1_05_TR3","PvCF_D1_06_TR1","PvCF_D1_06_TR2","PvCF_D1_06_TR3","PvCF_D1_07_TR1","PvCF_D1_07_TR2","PvCF_D1_07_TR3","PvCF_D1_08_TR1","PvCF_D1_08_TR2","PvCF_D1_08_TR3","PvCF_D1_09_TR1","PvCF_D1_09_TR2","PvCF_D1_09_TR3","PvCF_D1_10_TR1","PvCF_D1_11_TR1","PvCF_D1_11_TR2","PvCF_D1_11_TR3","PvCF_D1_12_TR1","PvCF_D1_13_TR1","PvCF_D1_13_TR2","PvCF_D1_13_TR3","PvCF_D1_14_TR1","PvCF_D1_15_TR1","PvCF_D2_01_TR1","PvCF_D2_01_TR2","PvCF_D2_01_TR3","PvCF_D2_02_TR1","PvCF_D2_02_TR2","PvCF_D2_02_TR3","PvCF_D2_03_TR1","PvCF_D2_03_TR2","PvCF_D2_03_TR3","PvCF_D2_04_TR1","PvCF_D2_04_TR2","PvCF_D2_04_TR3","PvCF_D2_05_TR1","PvCF_D2_05_TR2","PvCF_D2_05_TR3","PvCF_D2_06_TR1","PvCF_D2_06_TR2","PvCF_D2_06_TR3","PvCF_D2_07_TR1","PvCF_D2_07_TR2","PvCF_D2_07_TR3","PvCF_D2_08_TR1","PvCF_D2_08_TR2","PvCF_D2_08_TR3","PvCF_D2_09_TR1","PvCF_D2_09_TR2","PvCF_D2_09_TR3","PvCF_D2_10_TR1","PvCF_D2_10_TR2","PvCF_D2_10_TR3","PvCF_D2_11_TR1","PvCF_D3_01_TR1","PvCF_D3_01_TR2","PvCF_D3_01_TR3","PvCF_D3_02_TR1","PvCF_D3_03_TR1","PvCF_D3_03_TR2","PvCF_D3_03_TR3","PvCF_D3_04_TR1","PvCF_D3_05_TR1","PvCF_D3_05_TR2","PvCF_D3_05_TR3","PvCF_D3_06_TR1","PvCF_D3_07_TR1","PvCF_D3_07_TR2","PvCF_D3_07_TR3","PvCF_D3_08_TR1","PvCF_D3_08_TR2","PvCF_D3_08_TR3","PvCF_D3_09_TR1","PvCF_D3_09_TR2","PvCF_D3_09_TR3","PvCF_D3_10_TR1","PvCF_D3_10_TR2","PvCF_D3_10_TR3","PvCF_D3_11_TR1","PvCF_D3_12_TR1","PvCF_D3_13_TR1","PvCF_D3_13_TR2","PvCF_D3_13_TR3","PvCF_D3_14_TR1","PvCF_D3_14_TR2","PvCF_D3_14_TR3","PvCF_D3_15_TR1","PvCF_D3_15_TR2","PvCF_D3_15_TR3","PvCF_D4_01_TR1","PvCF_D4_01_TR2","PvCF_D4_01_TR3","PvCF_D4_02_TR1","PvCF_D4_03_TR1","PvCF_D4_03_TR2","PvCF_D4_03_TR3","PvCF_D4_04_TR1","PvCF_D4_04_TR2","PvCF_D4_04_TR3","PvCF_D4_05_TR1","PvCF_D4_05_TR2","PvCF_D4_05_TR3","PvCF_D4_06_TR1","PvCF_D4_07_TR1","PvCF_D4_07_TR2","PvCF_D4_07_TR3","PvCF_D4_08_TR1","PvCF_D4_08_TR2","PvCF_D4_08_TR3","PvCF_D4_09_TR1","PvCF_D4_09_TR2","PvCF_D4_09_TR3","PvCF_D4_10_TR1","PvCF_D4_10_TR2","PvCF_D4_10_TR3","PvCF_D4_11_TR1","PvCF_D4_12_TR1","PvCF_D4_12_TR2","PvCF_D4_12_TR3","PvCF_D4_13_TR1","PvCF_D5_01_TR1","PvCF_D5_01_TR2","PvCF_D5_01_TR3","PvCF_D5_02_TR1","PvCF_D5_02_TR2","PvCF_D5_02_TR3","PvCF_D5_03_TR1","PvCF_D5_04_TR1","PvCF_D5_04_TR2","PvCF_D5_04_TR3","PvCF_D5_05_TR1","PvCF_D5_05_TR2","PvCF_D5_05_TR3","PvCF_D5_06_TR1","PvCF_D5_07_TR1","PvCF_D5_07_TR2","PvCF_D5_07_TR3","PvCF_D5_08_TR1","PvCF_D5_08_TR2","PvCF_D5_08_TR3","PvCF_D5_09_TR1","PvCF_D5_09_TR2","PvCF_D5_09_TR3","PvCF_D5_10_TR1","PvCF_D5_11_TR1","PvCF_D5_11_TR2","PvCF_D5_11_TR3","PvCF_D5_12_TR1","PvCF_D5_12_TR2","PvCF_D5_12_TR3","PvCF_D5_13_TR1","PvCF_D5_14_TR1","PvCF_D5_14_TR2","PvCF_D5_14_TR3","PvCF_D5_15_TR1","PvCF_D5_16_TR1","PvCF_D6_01_TR1","PvCF_D6_02_TR1","PvCF_D6_02_TR2","PvCF_D6_02_TR3","PvCF_D6_03_TR1","PvCF_D6_03_TR2","PvCF_D6_03_TR3","PvCF_D6_04_TR1","PvCF_D6_05_TR1","PvCF_D6_05_TR2","PvCF_D6_05_TR3","PvCF_D6_06_TR1","PvCF_D6_06_TR2","PvCF_D6_06_TR3","PvCF_D6_07_TR1","PvCF_D6_07_TR2","PvCF_D6_07_TR3","PvCF_D6_08_TR1","PvCF_D6_08_TR2","PvCF_D6_08_TR3","PvCF_D6_09_TR1","PvCF_D6_10_TR1","PvCF_D6_10_TR2","PvCF_D6_10_TR3","PvCF_D6_11_TR1","PvCF_D6_11_TR2","PvCF_D6_11_TR3","PvCF_D6_12_TR1","PvCF_D6_12_TR2","PvCF_D6_12_TR3","PvCF_D6_13_TR1","PvCF_D6_14_TR1","PvCF_D6_14_TR2","PvCF_D6_14_TR3","PvCF_D6_15_TR1","PvCF_D6_16_TR1","PvCF_D6_17_TR1","PvCF_D6_A3","PvCF_D6_B3","PvCF_D6_C3","PvCF_D6_H2","TM_01_Capel_VAQ","TM_01_ChumSal_VAQ","TM_01_CresGun","TM_01_SturPoach","TM_01_TpoolSculp","TM_02_COSol","TM_02_CresGun","TM_02_EngSol","TM_02_GrtSculp","TM_02_NorRonq","TM_02_SurfSmel","TM_03_COSol","TM_03_ChinSal","TM_03_Coho_VAQ","TM_03_PlfinMid","TM_03_SlendSol","TM_03_SockSal","TM_03_SurfSmel","TM_A10","TM_A11","TM_A12","TM_A6","TM_A7","TM_A8","TM_A9","TM_B10","TM_B11","TM_B12","TM_B6","TM_B7","TM_B8","TM_C10","TM_C11","TM_C12","TM_C6","TM_C7","TM_C8","TM_C9","TM_D10","TM_D11","TM_D12","TM_D6","TM_D7","TM_D9","TM_E10","TM_E11","TM_E12","TM_E6","TM_E7","TM_E8","TM_E9","TM_F10","TM_F11","TM_F12","TM_F6","TM_F7","TM_F8","TM_F9","TM_G10","TM_G11","TM_G6","TM_G7","TM_G8","TM_G9","TM_H10","TM_H11","TM_H5","TM_H6","TM_H7","TM_H8","TM_H9"
"Eukaryota;Arthropoda;Ostracoda;Podocopida;Loxoconchidae;Loxocorniculum;Loxocorniculum mutsuense",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9141,9290,9536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,38,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,17,23,0,0,41,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,14,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,18,13,38,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eukaryota;Ascomycota",0,0,0,0,0,0,0,10,0,0,14230,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,9,10,7,55020,69614,73741,582,585,0,0,0,20,116,0,66,22,34,332,160,12,0,0,17,125,76,0,252,9,0,0,0,273,15,31,0,52,827,0,0,0,0,460,0,0,0,77,1402,0,0,19,0,77,0,173,0,0,0,0,2950,521,0,0,95,21,28,92,0,50,6,0,0,52,0,0,0,51,33,0,0,240,364,341,305,0,181,0,0,0,0,0,88,25,5,0,0,0,0,8,17,88,73,298,6,0,0,0,19,37,19,220,103,8,0,24,28,0,158,590,0,8,0,0,0,19,64,58,0,9,0,149,0,47,47,0,0,5,39,0,0,43,0,0,0,72,28,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,42,10,0,9,18,161,216,7,19,0,142,127,378,306,0,0,73,0,11,7,3,7,0,256,191,41,0,165,154,292,143,210,573,0,167,0,181,363,274,854,10355,356,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,184,0,0,0,0,0,0,183,0,0,0,0,0,43,0,0,0,0,2819,0,0,0,0,39,0,79,0,0,0,0,0,108,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0,0,59,0
"Eukaryota;Ascomycota;Eurotiomycetes",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,25309,14708,7313,28305,31662,34971,11814,214,52541,90514,123437,75240,134027,27585,80581,21551,36099,76921,57706,8402,7312,7724,14276,56,23091,4703,33375,52776,116,52,84,145,602,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,127,0,0,0,0,0,80,44,0,0,0,0,0,21,32,0,24,0,0,0,0,6,0,0,0,23,0,0,258,435,153,259,233,56,0,0,0,65,32,23,27,0,0,0,0,0,0,44,70,9,150,0,0,0,0,9,0,0,30,7,0,0,0,0,0,0,555,0,0,0,0,0,0,0,16,0,0,0,0,22,4,81,0,0,0,25,107,0,0,0,3,0,33,0,0,0,0,0,0,0,29,0,0,0,18,0,0,0,7,116,0,0,9,22,10,31,27,11,0,0,74,0,0,0,0,94,70,0,0,19,0,0,154,75,1292,0,73,219,0,0,96,79,105,0,0,0,0,30,145,0,267,0,43,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,28,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,686,0,0,0,0,0,107,0,0,0,0,0,0,199,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,36,0,44,0
"Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus fumigatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,0,0,33,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eukaryota;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Coccidioides;Coccidioides immitis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eukaryota;Ascomycota;Eurotiomycetes;Verrucariales;Verrucariaceae;Catapyrenium;Catapyrenium daedaleum",0,0,0,0,0,0,0,0,0,985,4586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6946,3413,1827,406,496,655,933,0,25,0,20,2009,3429,582,83,71,61,211,97,0,4465,4668,8806,0,0,0,115,0,13,0,0,268,0,0,0,0,0,0,0,11,0,0,0,0,0,0,375,218,0,0,0,703,0,0,0,0,96,0,0,0,20,51,0,12,32,0,0,28,0,0,193,19,0,63,4,97,0,13,73,53,84,66,0,0,75,18,0,19,0,173,126,0,10,0,0,6,0,0,14,42,22,257,0,0,0,9,28,0,33,92,48,19,0,0,0,0,111,256,0,12,0,0,19,0,23,51,0,0,0,0,0,15,77,16,4,0,0,56,103,11,0,0,0,0,0,945,14,9,0,0,0,0,0,0,0,40,0,0,3,0,32,0,19,10,21,73,0,30,26,15,166,111,293,475,57,0,230,0,0,33,0,15,0,169,0,30,0,81,132,27,66,503,612,0,0,22,86,388,328,545,252,232,0,75,26,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,20,0,0
"Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Discinellaceae;Articulospora;Articulospora proliferata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eukaryota;Ascomycota;Leotiomycetes;Thelebolales;Thelebolaceae;Thelebolus;Thelebolus stercoreus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,492,267,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,34,0,0,17,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,39,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eukaryota;Ascomycota;Sordariomycetes;Hypocreales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,99,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,33,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
"Eukaryota;Bacillariophyta;Bacillariophyceae",7,4,5,2,0,0,0,6,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,23,23,21,129,0,23,123,12,23,48,0,0,0,0,0,32,0,0,40,0,0,195,0,117,0,0,0,0,0,0,53,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,6,97,0,46,11,0,0,0,0,0,60,0,3,18,0,104,0,22,0,123,115,139,0,33,28,0,0,12,0,5,51,13,3,0,0,0,0,0,12,0,0,0,16,0,12,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,10,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,23,128,72,0,0,9,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,103,272,0,102,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3848,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,7637,0,0,0,0,0
"Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Naviculaceae;Caloneis;NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,16,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eukaryota;Basidiomycota",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,0,79,0,0,0,318,107,76,0,8,0,0,2739,15,0,0,0,0,0,0,0,0,0,38,0,0,0,0,135,0,0,67,0,19,0,0,0,0,0,10,0,0,0,0,0,0,0,44,0,0,0,0,53,0,13,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,4,0,0,0,30,0,0,0,0,0,0,10,39,171,113,53,303,0,59,0,4,0,0,95,18,7,0,0,225,0,0,0,0,56,35,139,0,0,0,0,0,0,0,21,7,0,0,0,0,0,0,87,0,0,0,0,6,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,5,16,0,0,0,0,0,0,22,0,0,4,150,0,0,0,0,24,0,0,0,3,0,0,0,25,106,0,0,0,0,0,28,62,50,151,0,0,0,0,0,0,0,0,0,0,89,43,0,23,74,234,0,64,286,263,0,23,54,76,127,0,461,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0
